"id";"title";"description";"created_at";"cached_votes_total";"cached_votes_up";"cached_votes_down";"comments_count";"hot_score";"confidence_score"
"3546";"Campaña de concienciación vial de la bici";"<p>dar a conocer de una manera efectiva los derechos y las obligaciones de las bicis en Madrid, para que se respeten y se ganen el respeto.</p>
";"11/09/2015 18";"33";"29";"4";"2";"900234834";"2196"
"3547";"Habilitar foto denuncia en esta página";"<p>Sería muy útil habilitar un espacio en esta u otra página municipal para poder mandar fotografías para demostrar o apoyar nuestras propuestas. De manera visual se entienden mejor algunas de las ideas que intentamos transmitir.</p>
";"11/09/2015 18";"78";"72";"6";"1";"904709956";"6092"
"3548";"Fin de los parquímetros en zonas que no tienen problemas de movilidad";"<p>Hace ya unos años, el alcalde Gallardón instaló el SER en zonas de Madrid como el Barrio del Pilar en el distrito Fuencarral-El Pardo que no tiene problemas de movilidad asociados a la falta de estacionamiento.</p>

<p>Existen puntos especialmente evidentes (calle Monforte de Lemos) que no necesitan la utilidad del parquímetro porque no existe dificultad de encontrar lugar de estacionamiento y en el que el Ayuntamiento  mantiene una medida abusiva recaudatoria.</p>

<p>Es el momento de reducir el SER a las zonas que realmente lo requieran y no mantener unas medidas abusivas encaminadas a la recaudación.</p>
";"11/09/2015 19";"58";"46";"12";"1";"900125098";"2696"
"3549";"Locales esclavistas y blanqueadores de capitales ";"<p>El comercio esta acabado.</p>

<p>Todos podemos observar como los comercios van cerrando sus puertas ,especialmente,  en los barrios,  uno tras otro, debido principalmente a la excasez de sus ventas.</p>

<p>Y se esta dando en muchas ocasiones,  un fenómeno inexplicable,  estos comercios son sustituidos por otros que tienen aun peores ventas, pero que curiosamente esto no les afecta . Es lo que se denomina locales blanqueadores de capitales. </p>

<p>Al mismo tiempo encontramos que donde había varios trabajadores ahora tenemos un falso autónomo, sin horario,  o en su defecto trabajadores dados de alta , en número insuficiente, para cubrir sus prolongadas jornadas laborales y días de apertura.</p>

<p>Es lo que se conoce como locales esclavistas. </p>

<p>Desde el ayuntamiento se debe proteger a las pymes de esta competencia desleal e inasumible</p>

<p>Solamente haciendo que justificarán sus plantillas se crearía los puestos de trabajo a miles.</p>

<p>Huelga decir que los demás lo tenemos como obligación. .</p>

<p> </p>

<p> </p>
";"11/09/2015 19";"26";"22";"4";"9";"899110948";"1523"
"3550";"Rehabilitación mercados y galerías comerciales";"<p>Propongo realizar un estudio para rehabilitar los mercados y galerías comerciales como ejes del comercio y la vida en los barrios. Muchos de ellos se encuentran en un estado lamentable y la rehabilitación solo se ha enfocado en el distrito centro. Un ejemplo sería el mercado de la Teja en el distrito de Moncloa o el mercado de la Cebada en la Latina. Es necesario impulsar al pequeño comercio también y no sólo a grandes centros comerciales</p>

<p> </p>
";"11/09/2015 19";"52";"46";"6";"2";"902245465";"3538"
"3551";"En la zona derecha de la web no aparece la posibilidad de seleccionar Chamartín";"<p>En la zona derecha de la web no aparece la posibilidad de seleccionar Chamartín, y sí hay debates con esa etiqueta.</p>
";"11/09/2015 19";"11";"7";"4";"4";"891887934";"190"
"3552";"CONTENEDORES RECICLAR PLÁSTICO";"<p>Hola,</p>

<p>quería comentar lo difícil que es reciclar en la zona de Canillas, en Hortaleza, porque los contenedores para reciclar plástico no están dispuestos permanentemente en las calles, sino que los sacan tres o cuatro veces por semana. Es un lio recordar qué dias está o no el contenedor disponible. Más de una vez he bajado y me he tenido que volver a casa con las bolsas llenas de plásticos y botellas para reciclar, porque me he equivocado de día. No soy la única, así que más de uno ha dejado en el contenedor de basura orgánica los plásticos, después de tirarse toda la semana guardándolos. Creo que la solución sería dejar contenedores fijos, como los del papel y las botellas. La población de esta zona es gente mayor, que está concienciada y tiene buena fe (pero no hay que complicarles mucho la vida) y las casas son pequeñitas, no creo que sea práctico estar guardando los plásticos hasta que te llegue el día, porque te quitan espacio de la casa y te desmotivas.</p>

<p>Gracias</p>
";"11/09/2015 19";"31";"27";"4";"1";"900012963";"2003"
"3553";"Prohibicion de alcohol por un dia";"<p>Me gustaria saber que pasaria si por 24 h (un dia) cada año se prohibiera totalmente vender y beber alcohol porque asi por ejemplo fomentariamos mas la seguridad habria menos ""desfase"" entre los jovenes.</p>
";"11/09/2015 19";"46";"9";"37";"2";"885250216";"-547"
"3554";"Las hojas no son basura";"<p>Espero que este otoño invierno vuelvan a dejar de ser las hojas basura común y haya campaña de hoja y asi evitaremos multitud de caídas, gracias.</p>
";"11/09/2015 19";"33";"28";"5";"1";"899793524";"1951"
"3555";"Cinturón Verde del Suroeste, Campamento y Arroyo Meaques.";"<p>En el Suroeste de Madrid se encuentran los terrenos que el ministerio de Defensa pretende vender tras el abandono de los campamentos militares de la zona. Una operación largamente aplazada por el estallido de la burbuja inmobiliaria.</p>

<p>Estamos hablando de alrededor de 10 Km cuadrados de terreno, una parte ocupada por antiguos campamentos, menos de 2 Km cuadrados, y el resto como campo de maniobras. Buena parte del terreno ha querido ser edificado en distintas ocasiones, el ayuntamiento de Madrid debe afrontar en el PGOU una serie de disposiciones para que la ciudad disponga en esa zona de un amplio espacio verde que mejore la calidad de vida de los barrios ya existentes, de los hipotéticos futuros barrios y darle conectividad a la Casa de Campo con el campo abierto.</p>

<p>Mi propuesta es destinar, al menos, el 50% del terreno a un parque periurbano. Concretamente entre el arroyo Valchico y el límite municipal con Somosaguas. Llegando por el Suroeste hasta el límite con Alcorcón en Venta de la Rubia. Habría que negociar con Pozuelo una zona de unión, alrededor del arroyo Meaques, con La Casa de Campo y con Alcorcón la creación de una zona protegida que permita una unión con el Parque Regional del Guadarrama. Tanto para que la fauna pueda movirse libremente desde la Casa de Campo hasta el Guadarrama, como para dotar al extremo suroccidental de Madrid de un amplio espacio verde que cierre la ciudad por ese extremo, mejorando su calidad de vida y asegurándola de cara al futuro. Seguirían quedando 5 Km cuadrados aptos para viviendas, oficinas, instalaciones públicas y zonas verdes de corte urbano (parques y jardines).</p>

<p>Convendría reservar una zona para una posible unión con el arroyo Butarque en el extremo sureste de la parcela, este arroyo ha sido convertido ya en zona verde entre la ciudad de Madrid y las de Leganés y Alcorcón en varios de sus tramos. Siguiendo los descampados de la M-45 aún podría utilizarse como pasillo verde hasta el parque Regional del Manzanares a largo plazo creando un cinturón que abarcaría todo el sur y todo el Oeste de la ciudad.</p>

<p>En cualquier caso la ciudad de Madrid tiene la oportunidad de crear un amplísimo espacio verde en su extremo suroeste, darle continuidad a la Casa de Campo y permitir una ruta que una el centro de la ciudad con el río Guadarrama. Una arteria verde que dé calidad de vida a ese límite de la ciudad y que le sirva de broche ecológico y de ocio. Gracias a que fue usado como campo de maniobras y a los años que lleva sin intervención humana la recuperación de la zona puede ser muy sencilla y barata e independiente de lo que se acabe haciendo en las zonas que seguirían siendo urbanizables.</p>

<p>También es una garantía para Madrid de cara al futuro, recordemos que en la parcela contigua, Venta de La Rubia, pretendía construirse el Eurovegas de Alcorcón y, a su vez, en el propio Campamento el proyecto de macroedificación de Wanda. Resumiendo, la zona podría quedar colapsada en asfalto y viviendas con malas dotaciones y la Casa de Campo quedar completamente rodeada si no se hace una gestión adecuada. Con la definición de esta zona verde la ciudad de Madrid y sus ciudades vecinas deberán llevar a cabo sus planes teniendo en cuenta unos mínimos y la ciudad se resguardará de sufrir excesos al no haber coordinación ni limitaciones en estas zonas de frontera entre municipios. La creación de este parque periurbano garantizaría para décadas un control saludable del crecimiento urbano en el suroeste de la ciudad y su zona urbana.</p>
";"11/09/2015 19";"48";"42";"6";"3";"901912305";"3150"
"3556";"Regulación seria de los carriles-bici";"<p>Como usuario de los carriles bici de Madrid, propongo:</p>

<p>1) que se regule por normativa municipal (si es que no lo está ya) la prohibición de usarlo por peatones,</p>

<p>2) en la misma línea que se sancione de verdad a las personas que los invaden depositando objetos en ellos de forma casi permanente (Pasillo verde por ejemplo), circulan en grupos , o con carritos de niños (Dehesa de la Villa,...), o no respetan la señalización que separa una parte para peatones y otra para bicis (Valdebebas,...)</p>

<p>En particular ya he denunciado en anteriores ocasiones lo peligroso del carril en la Dehesa de la Villa, donde en sentido bajada se alcanza más velocidad (hablo de los que respetamos la permitida, la mayoría) y hay continuamente que ir esquivando peatones, grupos, padres que pasean los carritos de niño por el carril bici, etc,... llegándose al extremo de que al advertirles en algún caso de lo peligroso de hacer esto y señalarles que tienen la senda peatonal paralela te discuten o insultan y se atribuyen el ""derecho"" a circular por el carril bici. ¿Es carril para bicis entonces o para todos?</p>

<p>Aprovecho para proponer además:</p>

<p>3) que se instale en todos , o al menos en los principales , (entre los que están los mencionados): una separación física, de bordillo o bolardos</p>

<p>4)  que se pongan señales cada pocos metros recordando que es un carril para bicis,</p>

<p>5) que , al menos, en los días de mayor afluencia (fines de semana o festivos) la policía municipal pasee por allí (creo que había un servicio de policias dotado con bicicletas actuando en el Retiro , sería ideal para los carriles bici también)</p>

<p>6) que se reparen los múltiples destrozos existentes en las zonas de descanso en el carril que circunvala Madrid,y se limpien las calzadas pues parece que no lo hacen nunca.</p>

<p>7) que se asfalte o dote de algún suelo que no se embarre la senda paralela al carril de la Dehesa de la Villa, para evitar que los peatones invadan el carril bici con la excusa de que ha llovido y está intransitable</p>
";"11/09/2015 19";"59";"49";"10";"2";"901566799";"3238"
"3557";"Economía social";"<p>Priorizar en los contratos públicos de proveedores a empresas pequeñas que entren dentro de la denominación de economía social definida por la ley 5/2011 de 29 de marzo (http://cepes.es/pagina_cepes=24), así como como todas aquellas que, en el ejercicio de su servicio o contrato favorezcan un desarrollo sostenible, como sería la contratación de comercializadoras de energia 100% renovable para el alumbrado público, productos de comercio justo para las máquinas y servicios de cafetería dependientes del ayuntamiento, puntuar mejor a las empresas con una menor huella ecológica, con menos accidentes laborales, con menor conflicto laboral... En resumen, dar más importancia en la contratación pública a los aspectos medibles que favorezcan una economía más social y sostenible, frente a la prioridad de la mejor propuesta económica.</p>
";"11/09/2015 20";"41";"33";"8";"1";"899763174";"2012"
"3558";"Acceso a FP Grado Superior";"<p>Me gustaria que para poder pasar a FP Grado Superior desde un Grado Medio se acceda directamente como si tuviera Bachillerato.No entiendo porque hay que hacer primero un cursillo para preparar la prueba y eso es un añonmas que gasto de mi vida ademas tambien porque se nos olvida lo que aprendimos en el curso anterior.Da igual desde que Grado Medio accedamos simplemente que pasemos directamente ya que tambien es de la misma rama.</p>
";"11/09/2015 20";"25";"13";"12";"3";"889631230";"52"
"3559";"Mas  lineas de autobuses para Entrevías o metro ";"<p>El barrio de Entrevias   tiene muy pocas lineas de autobuses  y paradojicamente las q van al centro como  la linea  24 y el 102  acaban en atocha ,  por que no ponen lineas que nos lleven a    más sitios  tenemos las cocheras al lado  de la EMT  y ninguna para para ir a Sol o a  Diego de León  por ejemplo  tenemos q cojer 2  autobuses o  metro o autobús   cin el consiguiente  gasto  , por q no ponen metro en  Eentrevías ? , estamos muy mal enlazados con el centro solo tenemos cercanias y  dos lineas de autobuses al centro  ( atocha) , somos los  grandes olvidados</p>
";"11/09/2015 20";"30";"21";"9";"3";"896335373";"839"
"3560";"proteger y recuperar edificios antiguos";"<p>Mi propuesta es para todos los edificios de Madrid, que merecen la pena y que estan abandonados . Yo les hablo de uno  en concreto un edificio que hay en la Avda. de Carabanchel Alto. Es un palacete que esta en un estado lamentable y que debio ser muy bonito , Creo que es de particulares pero pienso que el Ayuntamiento  deberia en estos casos obligarles a tenerlo en condiciones, como hace con nuestras viviendas que nos obliga a pasar la ITV por supuesto por nuestra cuenta. Por que a ellos no?. Si no lo hacen deberian multarles o expropiarselo pues afean las ciudades.</p>
";"11/09/2015 20";"55";"49";"6";"1";"903161147";"3830"
"3561";"Convocatorias  de habilitación de Guía de Turismo ";"<p>Hasta hace unos años era posible obtener (haciendo un extenso exámen de por medio) la habilitación para ejercer como guía de turismo en la ciudad.</p>

<p>Las últimas pruebas tuvieron lugar en 2009, fecha a partir de la cual se liberalizó el sector.</p>

<p>Lo que en un principio, podría parecer algo positivo refleja una realidad muy diferente: Las agencias exigen el carnet oficial de guía de turismo (o el permiso de Patrimonio Nacional que dejó de convocarse en 2013) para contratar y se multiplican por la ciudad los grupos guiados por guías amateur, no profesionales que dan una información errónea, incoherente y en ocasiones hasta absurda dejándonos sin un trabajo digno a toda una  generación que realmente lo necesitamos.</p>

<p>Dada la coyuntura económica que estamos pasando, sería de vital importancia  que se convocarán las pruebas de habilitación de guía de turismo en un futuro no muy lejano y se nos permitiera ejercer una profesión de una forma coherente y legal para las que nos hemos formado. (En mi caso tengo licenciatura en Historia del Arte, Master en Bienes Culturales y tres idiomas)</p>

<p>Es injusto que solamente unos ""cuántos afortunados y privilegiados""( cada día es más visibles las desigualdades que hay en este país) que pudieron presentarse en su momento a las pruebas estén ejerciendo la profesión mientras se nos cierren las puertas a una generación muy preparada que podríamos aportar mucho a la empobrecida cultura de este país y se nos aisle sistemáticamente del mercado laboral.</p>

<p>Exigimos que se regularice y legalice está situación lo antes posible para que haya más oportunidades de empleo.</p>
";"11/09/2015 20";"43";"35";"8";"2";"900322919";"2197"
"3562";"Condena sobre la sentencia a Leopoldo López ";"<p>Declaración de condena sobre el atentado a los DDHH y a la libertad en Venezuela, sufrida por el opositor Leopoldo López </p>
";"11/09/2015 20";"49";"33";"16";"8";"897356074";"1144"
"3563";"Recogida de basura antes de las 12 de la noche";"<p>Hay barrios de Madrid en que pasan los camiones de basura de madrugada, en mi barrio a las 2, haciendo un ruido insufrible con la alarma de cuando dan marcha atrás y golpeando repetidamente los cubos ( justo debajo de mi casa son 3) para que caiga todo.  Mi barrio en la zona de San Isidro en Carabanchel bajo... A lo mejor es por eso.... </p>
";"11/09/2015 20";"62";"50";"12";"6";"901652964";"3064"
"3564";"Intervencion espontánea  ---->  cuesta ""retornar"" al mismo Debate tras registro.";"<p>Buscas cuestiones, ojeas propuestas, comparas... y en cuanto ves algo interesante, procedes con tu ""sesión"" para ¿ir hacia dónde...?  Pues (tras haber presentado tu clave) otra vez, <strong>al principio</strong>.  Desde donde nuevamente tienes que VOLVER A BUSCAR qué era y dónde estaba aquél asunto de relevancia al que deseabas aportar tu opinión... ¡pero bueno! ¿de verdad hay que estudiar <em>lógica Informática</em> para poder ""quedarse"" precisamente <u>allí donde introdujimos</u> nuestra Clave sin que nos ""saquen"" del tema?.</p>

<p>A ver esos DISEÑADORES que tanto se han apresurando con el prototipo: esto COJEA ostensiblemente  (no es grave, pero queda poco ""profesional"" ¿verdad?)</p>
";"11/09/2015 21";"15";"11";"4";"3";"895313466";"513"
"3565";"Reivindicar el Consejo de las Comunidades Castellanas creado en el año 2000.";"<p>El Consejo de las Comunidades Castellanas es un organismo creado en el año 2000 por los entonces presidentes autonómicos de la Comunidad de Madrid, Castilla y León y Castilla-La Mancha: Alberto Ruiz-Gallardón (PP), Juan José Lucas (PP) y José Bono (PSOE) respectivamente y abierto a Cantabria (hasta 1981 <em>provincia de Santander</em> en <em>Castilla la Vieja</em>) y La Rioja (hasta 1982 <em>provincia de Logroño</em> en <em>Castilla la Vieja</em>).</p>

<p>Son frecuentes los acuerdos firmados entre la Junta de Castilla y León, la Comunidad de Madrid y la Junta de Comunidades de Castilla-La Mancha para impulsar la implantación común de determinadas iniciativas o para coordinar acciones administrativas. Son numerosos los convenios establecidos entre las tres comunidades (en algunos casos ampliados a Cantabria, La Rioja o Extremadura) orientados a mejorar la gestión en Medio Ambiente, proyección económica, infraestructuras del transporte, actividades educativas, sanitarias, culturales o investigadoras.</p>

<p>La creación del <strong>Consejo de las Comunidades Castellanas</strong> tenía como principal objetivo la proyección al conjunto de España del peso real de Castilla en las grandes decisiones de Estado en un Modelo Autonómico que mantiene a Castilla dividida en cinco comunidades autónomas desde la Transición.</p>

<p>Madrid, con su potente economía y demografía, hace crecer a provincias como Guadalajara Toledo o Segovia multiplicando por cuatro, tres y dos respectivamente el ritmo estatal de crecimiento por el establecimiento de nuevos pobladores procedentes de la capital; el tránsito de personas en todas las provincias de Castilla y León y Castilla-La Mancha tiene como principal destino Madrid; madrileñas son las principales inversiones industriales y empresariales en estas dos comunidades castellanas, y madrileños son, mayoritariamente, los turistas que las visitan o quienes construyen sus segundas residencias en ellas.</p>

<p>Pero Madrid también percibe los efectos beneficiosos de tener como vecinas a las comunidades de Castilla y León y Castilla-La Mancha:</p>

<ul>
	<li>como pulmón ecológico</li>
	<li>espacio de expansión económico</li>
	<li>lugar de procedencia de la mayor parte del agua, energía y materias primas que consume</li>
	<li>vínculo cultural e histórico</li>
	<li>por albergar entre sus seis millones y medio de habitantes a más de un millón de personas de ambos territorios castellanos</li>
	<li>porque las universidades madrileñas son las preferidas por los estudiantes de ambas Castillas que marchan fuera para realizar sus carreras.</li>
</ul>

<p>Es por ello que la ciudad de Madrid puede y debe actuar como nexo de unión y aprovechar su poder político y mediático para exigir la recuperación del <strong>Consejo de las Comunidades Castellanas</strong> como una herramienta urgente para mejorar la eficiencia administrativa, evitar despilfarros innecesarios y coordinar la prestación de determinados servicios. No existen razones objetivas para que los servicios sanitarios, educativos, sociales, agrarios o ambientales entre las diferentes comunidades autónomas castellanas no sean comunes pudiendo producirse un ahorro de hasta 5.000.000.000 de euros según diversos análisis.</p>
";"11/09/2015 21";"36";"22";"14";"2";"894490689";"488"
"3566";"Perros sueltos en los parques: en los lugares habilitados";"<p>Hay parques por mi barrio - Las Rosas - que tienen zonas delimitadas para que estén los perros sueltos (arena y barreras de madera) que curiosamente siempre están vacías; los perros y sus dueños están siempre en la zona de césped,  impidiendo que los demás (incluidos niños o gente que le pueda tener miedo o respeto a los perros) pueda estar ahí tranquilamente. Además suelen ser grupos numerosos que se dedican a charlar durante largo tiempo mientras sus perros corren alegremente por el césped, teniendo ocupada la zona verde un día detrás de otro.</p>
";"11/09/2015 21";"90";"70";"20";"13";"902396069";"3888"
"3567";"Controlar los pisos Okupados ";"<p>En la zona nueva del ensache de Vallecas desde hace un par de años hay un edificio en concreto ocupado que está creando un mal ambiente en el barrio ya que crea preocupación y inseguridad habría que controlar por parte de la Comunidad de Madrid si esos pisos son de propiedad de esas personas o por el contrario como se dice son ocupados para echar a los inquilinos anteriores. </p>
";"11/09/2015 21";"94";"87";"7";"5";"906582978";"7404"
"3568";"Formato de intervenciones  ---->   titulación de Cabeceras resulta insuficiente.";"<p>(Sólo para <em>técnicos</em> y amantes del interfaz)  Los titulares de cada aportación <u>se limitan</u> a un bloque de casi ochenta caracteres, aun disponiendo de ""real estate"" suficiente para un texto algo más prolongado... sin embargo, lo más curioso es que se RE-FORMATEA inopinadamente la <strong>presentación</strong> definitiva del texto original  (p.e. substituyendo ""mayúsculas"" por su equivalente en ""minúsculas"")  el cual no obstante continúa  -en caso de reedición-  apareciendole al Autor bajo su inscripción inicial, con el mismo formato asignado en principio.  Algo no cuadra.</p>

<p>Fernando  (Cmdd Aut Mdr)</p>
";"11/09/2015 21";"13";"11";"2";"2";"897189926";"761"
"3569";"Eliminar la plusvalia municipal cuando con la venta del piso no se gane dinero";"<p>Si alguien vende un piso por menos de lo que le costo en su dia, es decir perdiendo dinero, ¿por que ha de pagar plusvalia? La plusvalia entiende del valor catatral de la vivienda, y el aumento de este valor no depende de quien compra o vende la casa, sino del Ayuntamiento que de vez en cuando actualiza al alza los valores catastrales de los inmuebles, lo cual es una incongruencia en estos tiempos de crisis inmobiliaria donde la practica totalidad de los inmuebles han perdido valor.</p>

<p>En definitiva, que el ayuntamiento libere de pagar este impuesto a los que vendan su piso por debajo del precio que en su dia pagaron por el.</p>

<p>PaLoS</p>

<p>www.vecinosdelpleni.es</p>
";"11/09/2015 21";"90";"83";"7";"3";"906379441";"7008"
"3570";"Prohibir Papa Noel por capitalista y consumista";"<p>Prohibir Papa Noel por capitalista, consumista y mal gusto en su vestimenta</p>

<p>Además de usurpador, el verdadero benefactor de los niños fue San Nicolas de Bari.</p>

<p>Celebrar San Nicolas de Bari tal y como hacen otros paises tan poco avanzados como Paises Bajos, Alemania y Austria, el 6 de Diciembre</p>

<p>https://es.wikipedia.org/wiki/Nicol%C3%A1s_de_Bari</p>

<p> </p>
";"11/09/2015 21";"41";"18";"23";"2";"886091211";"-219"
"3571";"Mandar a la legión a Oriente Medio";"<p>Mandar a la legión a Oriente Medio para que estas Navidades puedan llegar los Reyes Magos sanos y salvos a Madrid.</p>

<p>Es necesario que la legión los escolte evitando que sean victimas de las guerras, los rebana cuellos y otros inconvenientes en el camino.</p>

<p> </p>
";"11/09/2015 21";"28";"9";"19";"2";"885802968";"-321"
"3572";"Que los ediles paguen de su salario cada metedura de pata, bulo o contradicción";"<p>Pues, eso cada vez que metan la pata, nos engañen, ...,etc, 500 de multa de sus sueldos a las arcas municipales.</p>

<p> </p>
";"11/09/2015 21";"46";"23";"23";"7";"889825790";"0"
"3573";"Eliminar la porra de los policías";"<p>Eliminar la porra de los policías y sustituirla por una vara de almendruco que es mas flexible y pica mas.</p>

<p>Además es mas barata que la porra y no pesa tanto.</p>

<p> </p>
";"11/09/2015 21";"65";"15";"50";"0";"885531243";"-807"
"3574";"Plantar árboles Kiri o paulonia imperial para combatir la contaminación";"<p>El árbol kiri o paulonia imperial tiene unas propiedades imbatibles a la hora de combatir la contaminación:</p>

<p>- absorve 10 veces más dióxido de carbono que cualquier otro árbol.</p>

<p>- expulsa mucho más oxígeno.</p>

<p>- crece muy rápido.</p>

<p>- tolera suelos poco fértiles.</p>

<p>- etc*.</p>

<p>* Información obtenida de http://elblogverde.com/la-revolucion-del-kiri-el-arbol-que-puede-salvar-al-mundo/</p>

<p>Para que todos tengamos un aire un poco más limpio y saludable, propongo que se fomente en las calles de Madrid la plantación de estos árboles, por ejemplo en los alcorques vacíos a los que hace referencia la propuesta ""Un árbol por cada alcorque"":  https://decide.madrid.es/debates/224</p>
";"11/09/2015 21";"60";"52";"8";"5";"903513345";"3813"
"3575";"Venta ambulante en zona Atocha/Méndez Álvaro";"<p>Por favor, hagan cumplir las Ordenanzas. La venta ambulante es ilegal en la calle Méndez Álvaro frente al colegio público Menéndez Pelayo. Se vende objetos robados y articulos viejos. Generan ruido, suciedad, inaceptable frente a un colegio al que acuden los niños del barrio...Bloquean la salida de emergencia del AVE. Y generan un gasto desorbitado ya que el Selur acude diariamente pudiendo utilizar ese dinero en ayudas sociales. Diseñen un plan. Estamos muy agradecidos a la Policía Municipal que acude <u>siempre</u> que los llamamos. Acude un patrulla con dos agentes. Este problema requiere un plan de actuación que erradique la venta ambulante ilegal. Insisto, hagan cumplir las Ordenanzas. </p>
";"11/09/2015 22";"34";"28";"6";"2";"900342213";"1811"
"3576";"Cargos políticos -> Servicios públicos";"<p>Hola,</p>

<p>En organización de empresas enseñan que hay que ""alinear"" los intereses del empresario con los de la empresa para que no haya conflicto de intereses.</p>

<p>Manteniendo esta idea, creo los cargos públicos políticos, es decir, aquellos que cobran un sueldo público, pero que no accedieron al puesto vía oposición, deberían hacer uso exclusivo de los servicios públicos.</p>

<p>Con esto, lo que se buscaría es que los diversos cargos del staff político, tengan que utilizar la sanidad pública, la educación pública, el transporte público y así experimentar en ""carne propia"" los fallos y deficiencias.</p>

<p>Me resultaría un poco paradógico que un consejero de sanidad no se atendiera por la sanidad pública, o que un consejero de educación enviara a sus hijos a un colegio privado, etc.</p>

<p>Un saludo.</p>
";"11/09/2015 22";"18";"13";"5";"3";"896045415";"577"
"3577";"Gimnasios sostenibles";"<p>Hola,</p>

<p>A veces veo en los gimnasios tanta gente ""pedaleando"" y pienso en toda la energía que se escapa sin aprovechar.</p>

<p>¿No habrá alguna manera de poder canalizar esa energía hacia a red eléctrica?</p>

<p>Un saludo.</p>
";"11/09/2015 22";"41";"33";"8";"2";"900596601";"2012"
"3578";"Agrupar temas similares de debate para que los votos no se dispersan.";"<p>Pasando por las páginas de los debates (77 en este momento!) veo muchos temas repetitivos. Sumando los votos de cada uno, se incrementaría la cantidad de votos sobre ese tema. Así no hemos de repasar todos los debates para poder votar lo que más nos interesa.</p>
";"11/09/2015 22";"90";"86";"4";"3";"907596782";"7835"
"3579";"Proclamar la III República el 7 de Enero de 2016";"<p>Proclamar la III República el 7 de Enero de 2016, después de los Reyes Magos, para que los niños tengan regalos. Asi no habrá conflicto legal entre SSMM y la III República.</p>

<p>Además para un dia de trabajo que tienen al año esta feo que no les dejemos</p>

<p> </p>
";"11/09/2015 22";"66";"15";"51";"5";"885620159";"-818"
"3580";"Autobuses EMT";"<p>¿Por qué no se hacen unas paradas que ocupen más extensión en el eje Castellana-Recoletos-Paseo del Prado? Hay lugares donde tienen su parada tres y cuatro líneas. Pudiendo bajar o subir viajeros mientras el autobús de delante carga y descarga, los conductores están obligados a abrir las puertas sólo en la zona habilitada como parada. La paradas más cercanas a Cibeles o el Museo del Prado son un buen ejemplo. Por favor, habiliten una zona más extensa. Los viajeros ahorraríamos tiempo, el recorrido se haría en menor tiempo y se gastaría menos energía.</p>
";"11/09/2015 22";"27";"23";"4";"1";"900277276";"1618"
"3581";"Orientadores laborales para ayudar a desempleados";"<p>Me gustaría abrir un tema de debate sobre la necesidad de mejorar el servicio de orientación laboral de la Agencia para el Empleo. Aunque hay grandes profesionales, llevan muchos años ya completamente desbordados por la gran cantidad de desempleados que demandan un servicio más personalizado. </p>
";"11/09/2015 22";"54";"45";"9";"5";"902560458";"3000"
"3582";"Que ""Ahora Madrid"" devuelva MADRID a los ciudadanos";"<p>Me parece <strong><em>lamentable </em></strong>que una agrupación o grupúsculo politico se haya apropiado de ""Madrid"" en sus siglas. <u>MADRID ES DE TODOS</u>. Propongo que, en vista de sus contradicciones y su ""donde dije digo, digo diego"", se cambie el nombre de ""<strong>Ahora Madrid</strong>"" a ""<strong>Ahora si, Ahora no</strong>""</p>
";"11/09/2015 22";"91";"21";"70";"2";"885517308";"-1130"
"3583";"Estoy hasta el moño de las Pastelerías Mallorca";"<p>Estoy hasta el moño de que las Pastelerías Mallorca utilicen la calle Juan Pérez Zuñiga como si fuera su propio muelle de carga y descarga.</p>

<p>Ocupan las aceras con su flota de vehículos, ocupan aparcamientos como si la calle fuera su parking privado, tienen el suelo sucio y no lo limpian, mantienen los motores encendidos mientras realizan sus quehaceres, importunan la fluided del tráfico.</p>

<p>Resultan molestos máxime cuando utilizan el espacio público como si fuera propio.</p>

<p>A cien metros escasos son propietarios de un solar vacío que podrian habilitar para sus negocios sin necesidad de molestar a los vecinos.</p>

<p>Ya hace algunos años el ayuntamiento reconvirtio la calle de dos sentidos a solo un sentido para que ellos pudieran ejercer su trabajo en mejores condiciones y por que ademas producian constantes atascos a  los autobuses de la linea 21.</p>

<p>¿Hasta cuando estos amiguitos van a tomar la calle como si fuera de su propiedad?</p>

<p>Por favor, regulen estos muelles de carga y descarga ilegales, estos parking fraudulentos, estos chiringuitos que algunos se motan por el morro.</p>

<p> </p>
";"11/09/2015 22";"36";"21";"15";"0";"894104423";"350"
"3584";"Plantar olivos y viñas en Madrid";"<p>Plantar olivos y viñas en Madrid, ya que necesitan gran cantidad de mano de obra lo que crearía puestos de trabajo, además se puede usar como actividad de ocio y tiempo libre el podar, vendimiar y recoger la aceituna.</p>

<p>Los beneficios para la salud soin múltiples, aire fresco y la tonificación de músculos que creemos que no existen perfecta.</p>

<p>Se neceita gente para podar, cavar,  y sobre todo para la recolección, vamos un autentico filón de empleo.</p>

<p>Luego ya si se usan tikeras de podar o azadones bajo los efectos del alcohol podemos hablar de deporte de riesgo.</p>

<p>Lo que se va a ahorrar la gente en gimnasios y ropita de sport, con unc cachucho, rastrillo y tijeras de podar....apañao</p>

<p>Vendimia o muerte!!!!!</p>

<p>No habrá ensalada sin su aceite!!!!</p>

<p> </p>
";"11/09/2015 23";"43";"17";"26";"6";"885913128";"-355"
