"title";"body";"proposal_id";"created_at"
"https://decide.madrid.es/proposals/20651-renta-basica-para-todos-los-ciudadanos";"Buenos días vecinos/as:
Me gustaría (si no es mucho abusar), invitarles a que visiten la propuesta de uno de nuestros vecinos
https://decide.madrid.es/proposals/20651-renta-basica-para-todos-los-ciudadanos
por ser más amplia y ambiciosa (aunque quizás menos realista) que la mía.
Espero que resulta de su interés y disculpen el abuso de confianza.";"20197";"25/02/2018 11"
"https://decide.madrid.es/proposals/21507-plan-empleo-especifico-para-mayores-de-45-anos";"Notificación de traslado. /Renovación
Buenos días vecinos/as:
Como cada año y debido a las incomprensibles y extravagantes normas que rigen la vida política de este país (y que al parecer Ahora Madrid tampoco parece tener muchas ganas de cambiar) respecto al borrado automático de propuestas pasado el año, me veo en la obligación de reponer/trasladar/renovar la propuesta y solicitarles a todos, que por favor, pasen su apoyo a la nueva propuesta (y la divulgen en las redes sociales si lo estiman oportuno).
Tarde o temprano, un año de estos, lo conseguiremos. Yo no pienso darme por vencido.
https://decide.madrid.es/proposals/21507-plan-empleo-especifico-para-mayores-de-45-anos
y aprovecho esta desgraciada ocasión para solicitarles también su apoyo a estas 2 propuestas fundamentales
Reapertura de una propuesta ya archivada. (7 apoyos)
	https://decide.madrid.es/proposals/21174
Que NO se puedan borrar propuestas superiores al año con más de 100 apoyos. (99 apoyos)
	https://decide.madrid.es/proposals/19369
a fin de evitar que se puedan boicotear más propuestas ciudadanas (las suyas, las mías o las de cualquiera), en el futuro inmediato.
También aprovecho la ocasión para solicitarles, si tienen tiempo, que visiten las propuestas recopiladas en:
Recopilación de Propuestas relativas a Mejora de la Administración de la web 1.
	https://decide.madrid.es/proposals/17361
Recopilación de Propuestas relativas a Mejora de la Administración de la web 2.
	https://decide.madrid.es/proposals/19085
por si también pudieran ser de su interés.
Gracias por su apoyo y disculpen las molestias causadas ajenas a mi persona.";"14304";"25/02/2018 12"
"""Aparcar en carriles reservados a la circulación de vehículos""";"Código de la propuesta: MAD-2017-04-18243 
En una calle cortada de 8 mts. de anchura en la que solamente existe un carril de entrada y otro de salida, los vecinos aparcan en ellos poniendo en peligro de colisión a otros vehículos . 
Denuncio ante la Junta municipal del Distrito de San Blas - Canillejas el hecho de que en el tramo de calle correspondiente al número 49 de la  de Longares,  se han marcado recientemente dos carriles para la circulación de vehículos: Uno de entrada a la calle, (ya que ésta es cortada), y otro de salida
 
Cómo quiera que dicho tramo de calle tiene unos 8 metros escasos de calzada, no puede haber opción a que otros vehiculos aparquen en ella, puesto que al estar marcados los carriles, entorpecen la circulación normal de los vehiculos, con el consiguiente peligro de roce entre éllos, habiéndose dado ya los casos de no poder entrar los coches de Bomberos o de ambulancias, a prestar los servicios de urgencia que les son inherentes a las viviendas de los edificios colindantes, cuando ha habido necesidad de la prestación de tales servicios.
 
Por todo ellol, ruego a la Junte Municipal del Distrito de San Blas-Canillejas, tome las medidas oportunas para evitar el aparcamiento de vehículos frente al Nº 49 de la Calle de Longares, señalizando con la correspondiente señal de prohibición desde una esquina a la otra de dicho inmueble, en evitación de males mayores
     ";"18243";"25/02/2018 17"
"Considera y opina sobre mi propuesta: Pasos Peatonales Subterráneos. Mejora de la Movilidad del Peatón y de la Circulación de Vehículos Motorizados + Nuevas Zonas de Esparcimiento, Ocio y Comercios.";"Hola!, Echa un vistazo a mi propuesta, expón tus mejoras, objeciones, fallos... coméntala y vota por ella si consideras que puede mejorar la movilidad de peatones y vehículos motorizados, si puede aportar al comercio, al ocio, a la comunicación y al trasnporte. Aprovechemos esta oportunidad de poder influir directamente, mejorar, proponer y modificar y hacer de esta nuestra (gran) ciudad una ciudad verdaderamente del siglo XXI.";"21388";"26/02/2018 23"
"ASFALTADO Y ENLOSETADO EN CALLE MONSEÑOR OSCAR ROMERO EN SU TOTALIDAD.";"ESTADO LAMENTABLE.";"20801";"28/02/2018 10"
"ASFALTADO EN DISTRITO DE CARABANCHEL";"AVDA.NUESTRA SEÑORA DE FÁTIMA,EN SU TOTALIDAD POR ESTADO LAMENTABLE.";"20787";"28/02/2018 10"
"Anulacion de propuesta de identificacion genetica para mascotas";"Se pretende cobrar 50 por mascota y ya tienen implantado un chip obligatorio. Tiene afan recaudatorio y acabara con las asociaciones de acogida que no pueden afrontar esos gastos.Identificar mediante ADN las defecaciones de los animales?....y si las tiramos en la basura y se recoge de alli para multarnos?...Inspectores de cacas de perros?..Estamos de coña?...";"21602";"28/02/2018 16"
"Murales artísticos carabanchel";"Activo esta propuesta para restaurar fachadas y edificios en mal estado y derruidos además de usar murales artísticos en solares vacíos y sin construir para mejorar el comercio y revalorizar el distrito.";"19487";"01/03/2018 23"
"https://decide.madrid.es/proposals/21627-tickets-de-transporte-para-desempleado-que-este-haciendo-un-curso-de-formacion";"Buenos días vecinos/as:
Como cada año y debido a las incomprensibles y extravagantes normas que rigen la vida política de este país (y que al parecer Ahora Madrid tampoco parece tener muchas ganas de cambiar) respecto al borrado automático de propuestas pasado el año, me veo en la obligación de reponer/trasladar/renovar la propuesta y solicitarles a todos, que por favor, pasen su apoyo a la nueva propuesta (y la divulgen en las redes sociales si lo estiman oportuno).
Tarde o temprano, un año de estos, lo conseguiremos. Yo no pienso darme por vencido.
https://decide.madrid.es/proposals/21627-tickets-de-transporte-para-desempleado-que-este-haciendo-un-curso-de-formacion
y aprovecho esta desgraciada ocasión para solicitarles también su apoyo a estas 2 propuestas fundamentales
Reapertura de una propuesta ya archivada. (7 apoyos)
	https://decide.madrid.es/proposals/21174
Que NO se puedan borrar propuestas superiores al año con más de 100 apoyos. (99 apoyos)
	https://decide.madrid.es/proposals/19369
a fin de evitar que se puedan boicotear más propuestas ciudadanas (las suyas, las mías o las de cualquiera), en el futuro inmediato.
También aprovecho la ocasión para solicitarles, si tienen tiempo, que visiten las propuestas recopiladas en:
Recopilación de Propuestas relativas a Mejora de la Administración de la web 1.
	https://decide.madrid.es/proposals/17361
Recopilación de Propuestas relativas a Mejora de la Administración de la web 2.
	https://decide.madrid.es/proposals/19085
por si también pudieran ser de su interés.
Gracias por su apoyo y disculpen las molestias causadas ajenas a mi persona.";"14697";"02/03/2018 20"
"https://decide.madrid.es/proposals/21629-cambiar-el-diseno-y-la-visibilidad-de-los-semaforos-con-tecnologia-led-y-laser";"hola se incorpora la tecnología láser a los semáforos este proyectara una cortina vertical de luz correspondiente ala linea de stop de los coches para mayor visibilidad para todos esto dará mayor protección al peatón a la hora de cruzar y se ara la ciudad mas moderna en mobiliario urbano por el diseño y la tecnología atrayendo mas turismo de calidad a la ciudad por sus innovaciones. ";"21629";"03/03/2018 15"
"https://decide.madrid.es/proposals/21632-eliminacion-del-ser-azul-de-no-residentes";"Notificación de traslado. /Renovación
Buenos días vecinos/as:
Como cada año y debido a las incomprensibles y extravagantes normas que rigen la vida política de este país (y que al parecer Ahora Madrid tampoco parece tener muchas ganas de cambiar) respecto al borrado automático de propuestas pasado el año, me veo en la obligación de reponer/trasladar/renovar la propuesta y solicitarles a todos, que por favor, pasen su apoyo a la nueva propuesta (y la divulgen en las redes sociales si lo estiman oportuno).
Tarde o temprano, un año de estos, lo conseguiremos. Yo no pienso darme por vencido.
https://decide.madrid.es/proposals/21632-eliminacion-del-ser-azul-de-no-residentes
y aprovecho esta desgraciada ocasión para solicitarles también su apoyo a estas 2 propuestas fundamentales
Reapertura de una propuesta ya archivada. (7 apoyos)
	https://decide.madrid.es/proposals/21174
Que NO se puedan borrar propuestas superiores al año con más de 100 apoyos. (99 apoyos)
	https://decide.madrid.es/proposals/19369
a fin de evitar que se puedan boicotear más propuestas ciudadanas (las suyas, las mías o las de cualquiera), en el futuro inmediato.
También aprovecho la ocasión para solicitarles, si tienen tiempo, que visiten las propuestas recopiladas en:
Recopilación de Propuestas relativas a Mejora de la Administración de la web 1.
	https://decide.madrid.es/proposals/17361
Recopilación de Propuestas relativas a Mejora de la Administración de la web 2.
	https://decide.madrid.es/proposals/19085
por si también pudieran ser de su interés.
Gracias por su apoyo y disculpen las molestias causadas ajenas a mi persona.";"13680";"03/03/2018 22"
"Nueva linea de Bus que pase por Ronda Segovia hasta Barrio La Latina";"En Ronda de Segovia solo tenemos una linea de bus, la Circular, vivímos muchisimas familias que a diario debemos movernos con niños, carritos  y personas mayores para poder cumplir con la educación y nuestros quehaceres diarios.

La Ronda de Segovia es una calle extremadamente pendiente, un 50 % en algunos tramos, nos movemos con carritos de bebe y varios hijos a la vez, solo hay unas escaleras muy pendientes  que nos acercan  al parque de la cornisa .

Creemos que es necesario una nueva linea de bus que falicilite la movilidad de la gente que vive en la zona Ronda Segovia, Arganzuela, La latina, Centro.";"20584";"04/03/2018 23"
"QUE TU VOTO SE HAGA REALIDAD.PARQUES INFANTILES CON SOMBRA.";"Buenos días: 
Tal y como indicamos en nuestra propuesta, hemos incluido una propuesta similar en los presupuestos participativos de este año. Según las estadísticas de años anteriores, con menos de 500 votos podríamos tener acceso a la financiación del proyecto automáticamente. Con el apoyo de todos será fácil conseguirlo!!! 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/11541";"19236";"05/03/2018 11"
"Ampliación del servicio de Bicimad al distrito de Carabanchel. ";"Siendo el distrito de Carabanchel uno de los más poblados de la ciudad, resulta increíble que no se haya planteado todavía la ampliación de este servicio municipal hacia el mismo. La primera ampliación podría darse desde  la última estación más cercana de Bicimad, la del Paseo de los Olmos. Ya que casi se traza una línea recta que comunica los distritos de Arganzuela y Carabanchel a través del puente de Toledo. La ampliación podría comenzar en la Plaza de Marqués de Vadillo por la calle General Ricardos para continuar hasta  el Palacio de Vistalegre. Como primera fase de la ampliación y después continuar con estaciones por esa arteria central del distrito hasta llegar a Carabanchel Alto. Habría además que tener en cuenta que las estaciones no sólo han de ubicarse en las plazas o calles principales, que este caso serían: Marqués de Vadillo, Urgel, Plaza de Oporto, Vistalegre, etc. Si no que sería muy interesante ampliar el servicio con estaciones en otras calles de la zona más alejadas de la principal y que también lo están de los principales transportes públicos de la zona. Esto facilitará la accesibilidad de l@s vecin@s de estas zonas tanto al Bicimad como al metro y autobuses. Estas zonas serían: Zona Parque Comillas, Zona Plaza Tarifa, etc.";"21416";"05/03/2018 14"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10202";"Buenos días vecinos/as:
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10202
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo.
Gracias anticipadas por su apoyo y difusión.";"14216";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10201";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10201
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"15106";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10198";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10198
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"20768";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10197";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10197
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13569";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10196";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10196
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"20512";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10193";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10193
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13449";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10192";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta complementaria de esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10192
que he creado para los presupuestos participativos. 
Espero resulte de su interés.
Gracias anticipadas por su apoyo y difusión.";"19470";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10192";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta complementaria de esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10192
que he creado para los presupuestos participativos. 
Espero resulte de su interés.
Gracias anticipadas por su apoyo y difusión.";"12781";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10191";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10191
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"15153";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10193 ";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10193 
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13102";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10188";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10188
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"14056";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10186";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10186
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"15140";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10185";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10185
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"12505";"05/03/2018 18"
"Programa Social de ayuda a Víctimas de violencia Filoparental, de hijos a padres ";"Te pido tu ayuda con tu voto a este grave problema social: 
Es un dolor muy grande el que se sufre en silencio en muchos hogares. Ruego y solicito con todas mis fuerzas a este sistema, a nuestro gobernantes, a nuestro ayuntamiento que se cree una Red Social con medios psicologicos y psiquiatricos y de asistencia social asi como un teléfono de maltrato filoparental . En la mayoria de los casos son jóvenes que necesitan apoyo y tratamiento terapéutico pero que al ser mayores de edad y por el propio transtorno en si, no son tratados y la única salida que existe a dia de hoy es la Judicial. Padres, madres abuelos, hermanos se resisten a ingresar en la cárcel a sus familires a través de denuncias, que es aún más doloroso que la propia y difícil convivencia 
Gracias";"20518";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10184";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10184
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"12116";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10182";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10182
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"20525";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10180";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10180
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"11643";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10179";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10179
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"20522";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10178";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10178
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13689";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10176";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10176
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"14560";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10175";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10175
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"15151";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10174";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10174
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"14553";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10173";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10173
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"14442";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10172";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10172
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"20533";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10162";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10162
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13518";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10161";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10161
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"16938";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10160";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10160
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13673";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10159";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10159
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"14413";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10158";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10158 
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13368";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10157";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10157
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"14407";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10155";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10155
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"11967";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10154";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10154
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13367";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10153";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10153
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13385";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10148";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/10148
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"12076";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/9964";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/9964
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"16911";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/9963";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/9963
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"13480";"05/03/2018 18"
"Creación Centro Deportivo en El Salvador - Distrito San Blas - Canillejas";"Si estas estás de acuerdo, por favor vota y difunde https://decide.madrid.es/proposals/20495-creacion-centro-deportivo-en-el-salvador-distrito-san-blas-canillejas
Menos Gym-Pago y más deporte público.";"20495";"05/03/2018 18"
"https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/9959";"Buenos días vecinos/as: 
Me gustaría invitarles a todos/as a que apoyen la propuesta paralela a esta 
https://decide.madrid.es/presupuestos/presupuestos-participativos-2018/proyecto/9959
que he creado para los presupuestos participativos ya que por Propuesta Ordinaria y tal y como está diseñada la web, es prácticamente imposible que llegue a llevarse a cabo. 
Gracias anticipadas por su apoyo y difusión.";"15483";"05/03/2018 18"
